ID	Symbol	Name	Gene Groups
4356	MPP3	MAGUK p55 scaffold protein 3	Membrane associated guanylate kinases, PDZ domain containing
58538	MPP4	MAGUK p55 scaffold protein 4	Membrane associated guanylate kinases, PDZ domain containing
143098	MPP7	MAGUK p55 scaffold protein 7	Membrane associated guanylate kinases, MicroRNA protein coding host genes, PDZ domain containing
65258	MPPE1	metallophosphoesterase 1	
758	MPPED1	metallophosphoesterase domain containing 1	
744	MPPED2	metallophosphoesterase domain containing 2	
23164	MPRIP	myosin phosphatase Rho interacting protein	Pleckstrin homology domain containing
4357	MPST	mercaptopyruvate sulfurtransferase	
4358	MPV17	mitochondrial inner membrane protein MPV17	
255027	MPV17L	MPV17 mitochondrial inner membrane protein like	
84769	MPV17L2	MPV17 mitochondrial inner membrane protein like 2	
4359	MPZ	myelin protein zero	Ig-like cell adhesion molecule family, V-set domain containing
9019	MPZL1	myelin protein zero like 1	V-set domain containing
10205	MPZL2	myelin protein zero like 2	Ig-like cell adhesion molecule family, V-set domain containing
196264	MPZL3	myelin protein zero like 3	V-set domain containing
3140	MR1	major histocompatibility complex, class I-related	C1-set domain containing, Minor histocompatibility antigens
56246	MRAP	melanocortin 2 receptor accessory protein	
112609	MRAP2	melanocortin 2 receptor accessory protein 2	
22808	MRAS	muscle RAS oncogene homolog	RAS type GTPase family
4360	MRC1	mannose receptor C-type 1	MicroRNA protein coding host genes, C-type lectin domain containing, CD molecules, Scavenger receptors
9902	MRC2	mannose receptor C type 2	C-type lectin domain containing, CD molecules
4361	MRE11	MRE11 homolog, double strand break repair nuclease	MicroRNA protein coding host genes, BRCA1 C complex, MRN complex
55686	MREG	melanoregulin	
93621	MRFAP1	Morf4 family associated protein 1	
114932	MRFAP1L1	Morf4 family associated protein 1 like 1	
93622	MRFAP1L2	Morf4 family associated protein 1 like 2	
55257	MRGBP	MRG domain binding protein	Tip60/Nua4 histone acetyltransferase complex subunits
116512	MRGPRD	MAS related GPR family member D	G protein-coupled receptors, Class A orphans
116534	MRGPRE	MAS related GPR family member E	G protein-coupled receptors, Class A orphans
116535	MRGPRF	MAS related GPR family member F	G protein-coupled receptors, Class A orphans
386746	MRGPRG	MAS related GPR family member G	G protein-coupled receptors, Class A orphans
259249	MRGPRX1	MAS related GPR family member X1	G protein-coupled receptors, Class A orphans
117194	MRGPRX2	MAS related GPR family member X2	G protein-coupled receptors, Class A orphans
117195	MRGPRX3	MAS related GPR family member X3	G protein-coupled receptors, Class A orphans
117196	MRGPRX4	MAS related GPR family member X4	G protein-coupled receptors, Class A orphans
84245	MRI1	methylthioribose-1-phosphate isomerase 1	
100507027	MRLN	myoregulin	Regulins
79922	MRM1	mitochondrial rRNA methyltransferase 1	SPOUT methyltransferase domain containing
29960	MRM2	mitochondrial rRNA methyltransferase 2	7BS 2'O-ribose DNA/RNA methyltransferases
55178	MRM3	mitochondrial rRNA methyltransferase 3	SPOUT methyltransferase domain containing
51149	MRNIP	MRN complex interacting protein	
83876	MRO	maestro	Maestro heat like repeat containing 
727957	MROH1	maestro heat like repeat family member 1	Maestro heat like repeat containing 
339766	MROH2A	maestro heat like repeat family member 2A	Maestro heat like repeat containing 
133558	MROH2B	maestro heat like repeat family member 2B	Maestro heat like repeat containing 
389690	MROH5	maestro heat like repeat family member 5 (gene/pseudogene)	Maestro heat like repeat containing 
642475	MROH6	maestro heat like repeat family member 6	Maestro heat like repeat containing 
374977	MROH7	maestro heat like repeat family member 7	Maestro heat like repeat containing 
140699	MROH8	maestro heat like repeat family member 8	Maestro heat like repeat containing 
80133	MROH9	maestro heat like repeat family member 9	Maestro heat like repeat containing 
65008	MRPL1	mitochondrial ribosomal protein L1	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
51069	MRPL2	mitochondrial ribosomal protein L2	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
11222	MRPL3	mitochondrial ribosomal protein L3	Large subunit mitochondrial ribosomal proteins, Small nucleolar RNA protein coding host genes, Mitochondrial ribosomal proteins
51073	MRPL4	mitochondrial ribosomal protein L4	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
65005	MRPL9	mitochondrial ribosomal protein L9	Mitochondrial ribosomal proteins
124995	MRPL10	mitochondrial ribosomal protein L10	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
65003	MRPL11	mitochondrial ribosomal protein L11	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
6182	MRPL12	mitochondrial ribosomal protein L12	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
28998	MRPL13	mitochondrial ribosomal protein L13	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64928	MRPL14	mitochondrial ribosomal protein L14	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
29088	MRPL15	mitochondrial ribosomal protein L15	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
54948	MRPL16	mitochondrial ribosomal protein L16	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
63875	MRPL17	mitochondrial ribosomal protein L17	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
29074	MRPL18	mitochondrial ribosomal protein L18	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
9801	MRPL19	mitochondrial ribosomal protein L19	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
55052	MRPL20	mitochondrial ribosomal protein L20	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
219927	MRPL21	mitochondrial ribosomal protein L21	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
29093	MRPL22	mitochondrial ribosomal protein L22	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
6150	MRPL23	mitochondrial ribosomal protein L23	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
79590	MRPL24	mitochondrial ribosomal protein L24	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
51264	MRPL27	mitochondrial ribosomal protein L27	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
10573	MRPL28	mitochondrial ribosomal protein L28	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
51263	MRPL30	mitochondrial ribosomal protein L30	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64983	MRPL32	mitochondrial ribosomal protein L32	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
9553	MRPL33	mitochondrial ribosomal protein L33	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64981	MRPL34	mitochondrial ribosomal protein L34	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
51318	MRPL35	mitochondrial ribosomal protein L35	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64979	MRPL36	mitochondrial ribosomal protein L36	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
51253	MRPL37	mitochondrial ribosomal protein L37	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64978	MRPL38	mitochondrial ribosomal protein L38	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
54148	MRPL39	mitochondrial ribosomal protein L39	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64976	MRPL40	mitochondrial ribosomal protein L40	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64975	MRPL41	mitochondrial ribosomal protein L41	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
28977	MRPL42	mitochondrial ribosomal protein L42	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
84545	MRPL43	mitochondrial ribosomal protein L43	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
65080	MRPL44	mitochondrial ribosomal protein L44	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
84311	MRPL45	mitochondrial ribosomal protein L45	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
26589	MRPL46	mitochondrial ribosomal protein L46	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
57129	MRPL47	mitochondrial ribosomal protein L47	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
51642	MRPL48	mitochondrial ribosomal protein L48	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
740	MRPL49	mitochondrial ribosomal protein L49	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
54534	MRPL50	mitochondrial ribosomal protein L50	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
51258	MRPL51	mitochondrial ribosomal protein L51	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
122704	MRPL52	mitochondrial ribosomal protein L52	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
116540	MRPL53	mitochondrial ribosomal protein L53	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
116541	MRPL54	mitochondrial ribosomal protein L54	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
128308	MRPL55	mitochondrial ribosomal protein L55	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
78988	MRPL57	mitochondrial ribosomal protein L57	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
3396	MRPL58	mitochondrial ribosomal protein L58	Large subunit mitochondrial ribosomal proteins,  Mitochondrial translation release factor family, Mitochondrial ribosomal proteins
51116	MRPS2	mitochondrial ribosomal protein S2	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64969	MRPS5	mitochondrial ribosomal protein S5	Mitochondrial ribosomal proteins
64968	MRPS6	mitochondrial ribosomal protein S6	Mitochondrial ribosomal proteins
51081	MRPS7	mitochondrial ribosomal protein S7	Mitochondrial ribosomal proteins
64965	MRPS9	mitochondrial ribosomal protein S9	Mitochondrial ribosomal proteins
55173	MRPS10	mitochondrial ribosomal protein S10	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64963	MRPS11	mitochondrial ribosomal protein S11	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
6183	MRPS12	mitochondrial ribosomal protein S12	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
63931	MRPS14	mitochondrial ribosomal protein S14	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64960	MRPS15	mitochondrial ribosomal protein S15	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
51021	MRPS16	mitochondrial ribosomal protein S16	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
51373	MRPS17	mitochondrial ribosomal protein S17	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
55168	MRPS18A	mitochondrial ribosomal protein S18A	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
28973	MRPS18B	mitochondrial ribosomal protein S18B	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
51023	MRPS18C	mitochondrial ribosomal protein S18C	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
54460	MRPS21	mitochondrial ribosomal protein S21	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
56945	MRPS22	mitochondrial ribosomal protein S22	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
51649	MRPS23	mitochondrial ribosomal protein S23	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64951	MRPS24	mitochondrial ribosomal protein S24	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64432	MRPS25	mitochondrial ribosomal protein S25	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
64949	MRPS26	mitochondrial ribosomal protein S26	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
23107	MRPS27	mitochondrial ribosomal protein S27	Pentatricopeptide repeat containing, Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
28957	MRPS28	mitochondrial ribosomal protein S28	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
10884	MRPS30	mitochondrial ribosomal protein S30	Large subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
10240	MRPS31	mitochondrial ribosomal protein S31	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
51650	MRPS33	mitochondrial ribosomal protein S33	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
65993	MRPS34	mitochondrial ribosomal protein S34	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
60488	MRPS35	mitochondrial ribosomal protein S35	Small subunit mitochondrial ribosomal proteins, Mitochondrial ribosomal proteins
92399	MRRF	mitochondrial ribosome recycling factor	
57380	MRS2	magnesium transporter MRS2	
57591	MRTFA	myocardin related transcription factor A	Myocardin family
57496	MRTFB	myocardin related transcription factor B	Myocardin family
51154	MRTO4	MRT4 homolog, ribosome maturation factor	Ribosomal biogenesis factors
931	MS4A1	membrane spanning 4-domains A1	CD molecules, Membrane spanning 4-domains
2206	MS4A2	membrane spanning 4-domains A2	Membrane spanning 4-domains
932	MS4A3	membrane spanning 4-domains A3	Membrane spanning 4-domains
51338	MS4A4A	membrane spanning 4-domains A4A	Membrane spanning 4-domains
643680	MS4A4E	membrane spanning 4-domains A4E	MicroRNA protein coding host genes, Membrane spanning 4-domains
64232	MS4A5	membrane spanning 4-domains A5	Membrane spanning 4-domains
64231	MS4A6A	membrane spanning 4-domains A6A	Membrane spanning 4-domains
245802	MS4A6E	membrane spanning 4-domains A6E	Membrane spanning 4-domains
58475	MS4A7	membrane spanning 4-domains A7	Membrane spanning 4-domains
83661	MS4A8	membrane spanning 4-domains A8	Membrane spanning 4-domains
341116	MS4A10	membrane spanning 4-domains A10	Membrane spanning 4-domains
54860	MS4A12	membrane spanning 4-domains A12	Membrane spanning 4-domains
503497	MS4A13	membrane spanning 4-domains A13	Membrane spanning 4-domains
84689	MS4A14	membrane spanning 4-domains A14	Membrane spanning 4-domains
219995	MS4A15	membrane spanning 4-domains A15	Membrane spanning 4-domains
728588	MS4A18	membrane spanning 4-domains A18	Membrane spanning 4-domains
345222	MSANTD1	Myb/SANT DNA binding domain containing 1	Myb/SANT domain containing
79684	MSANTD2	Myb/SANT DNA binding domain containing 2	Myb/SANT domain containing
91283	MSANTD3	Myb/SANT DNA binding domain containing 3	Myb/SANT domain containing
84437	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils	Myb/SANT domain containing
102724657	MSANTD5	Myb/SANT DNA binding domain containing 5	Myb/SANT domain containing
100421372	MSANTD7	Myb/SANT DNA binding domain containing 7	
9242	MSC	musculin	Basic helix-loop-helix proteins
343930	MSGN1	mesogenin 1	
4436	MSH2	mutS homolog 2	MutS homologs
4437	MSH3	mutS homolog 3	MutS homologs
4438	MSH4	mutS homolog 4	MutS homologs
4439	MSH5	mutS homolog 5	MutS homologs
2956	MSH6	mutS homolog 6	PWWP domain containing, MutS homologs
4440	MSI1	musashi RNA binding protein 1	RNA binding motif containing
